0.1,0.085
0.30000000000000004,0.203
0.5000000000000001,0.452
0.7000000000000001,0.885
0.9000000000000001,0.923
1.1000000000000003,0.9
1.3000000000000003,0.859
1.5000000000000004,0.769
1.7000000000000004,0.687
1.9000000000000004,0.57
2.1000000000000005,0.457
2.3000000000000007,0.35
0.1,0.085
0.30000000000000004,0.203
0.5000000000000001,0.452
0.7000000000000001,0.885
0.9000000000000001,0.923
1.1000000000000003,0.9
1.3000000000000003,0.859
1.5000000000000004,0.769
1.7000000000000004,0.687
1.9000000000000004,0.57
2.1000000000000005,0.457
2.3000000000000007,0.35
0.8,0.9225
0.8500000000000001,0.927
0.9000000000000001,0.9235
0.9500000000000002,0.918
1.0000000000000002,0.913
1.0500000000000003,0.9075
1.1000000000000003,0.898
1.1500000000000004,0.8835
0.8,0.9225
0.81,0.924
0.8200000000000001,0.9225
0.8300000000000001,0.924
0.8400000000000001,0.924
0.8500000000000001,0.927
0.8600000000000001,0.926
0.8700000000000001,0.9255
0.8800000000000001,0.925
0.8900000000000001,0.9245
0.9000000000000001,0.9235
0.9100000000000001,0.9225
0.9200000000000002,0.9215
0.9300000000000002,0.919
0.9400000000000002,0.9185
0.82,0.9225
0.821,0.923
0.822,0.9235
0.823,0.9235
0.824,0.9235
0.825,0.9235
0.826,0.9235
0.827,0.9235
0.828,0.9235
0.829,0.9235
0.83,0.924
0.831,0.924
0.832,0.924
0.833,0.9235
